"","propertyToResolve","resolveTo","uid","format.status.","format.Exiftool.7.74.","format.Jhove.1.5.","format.file.utility.5.03.","format.Droid.3.0.","format.NLNZ.Metadata.Extractor.3.4GA.","format.ffident.0.2.","format.OIS.XML.Metadata.0.2.","mimetype.status.","mimetype.Exiftool.7.74.","mimetype.Jhove.1.5.","mimetype.file.utility.5.03.","mimetype.Droid.3.0.","mimetype.NLNZ.Metadata.Extractor.3.4GA.","mimetype.ffident.0.2.","mimetype.OIS.XML.Metadata.0.2.","puid.status.","puid.Droid.3.0.","format_version.status.","format_version.Exiftool.7.74.","format_version.Jhove.1.5.","format_version.file.utility.5.03.","format_version.Droid.3.0.","format_version.NLNZ.Metadata.Extractor.3.4GA.","size.status.","lastmodified.status.","lastmodified.Exiftool.7.74.","file_path.status.","file_path.OIS.File.Information.0.1.","file_name.status.","file_name.OIS.File.Information.0.1.","checksum_md5.status.","checksum_md5.OIS.File.Information.0.1.","created.status.","created.Exiftool.7.74.","created.NLNZ.Metadata.Extractor.3.4GA.","lastmodified_fs.status.","lastmodified_fs.OIS.File.Information.0.1.","creating_application_name.status.","creating_application_name.Exiftool.7.74.","creating_application_name.NLNZ.Metadata.Extractor.3.4GA.","wellformed.status.","valid.status.","message.status.","message.Jhove.1.5.","created_year.status.","created_year.C3PO.0.6.","markupbasis.status.","markupbasis.Jhove.1.5.","markupBasisVersion.status.","markupBasisVersion.Jhove.1.5.","pagecount.status.","is_rightsmanaged.status.","is_protected.status.","content_type.status.","content_type.C3PO.0.6.","file_extension.status.","file_extension.C3PO.0.6.","charset.status.","charset.Exiftool.7.74.","charset.Jhove.1.5.","charset.file.utility.5.03.","charset.NLNZ.Metadata.Extractor.3.4GA.","linebreak.status.","linebreak.Jhove.1.5.","linebreak.file.utility.5.03.","title.status.","title.Exiftool.7.74.","title.NLNZ.Metadata.Extractor.3.4GA.","author.status.","author.Exiftool.7.74.","author.NLNZ.Metadata.Extractor.3.4GA.","creating_application_version.status.","creating_application_version.Exiftool.7.74.","wordcount.status.","charactercount.status.","language.status.","language.NLNZ.Metadata.Extractor.3.4GA.","creating_os.status.","creating_os.file.utility.5.03.","scanner_softwarename.status.","scanner_softwarename.Exiftool.7.74."
"294","format","Hypertext Markup Language","/home/petrov/taverna/tmp/885/885572.html","CONFLICT","","XHTML","","Hypertext Markup Language","Hypertext Markup Language","","","CONFLICT","","text/xml","","text/html","text/html","","","CONFLICT","fmt/96","CONFLICT","","1","","","1","","","","SINGLE_RESULT","/home/petrov/taverna/tmp/885/885572.html","SINGLE_RESULT","/home/petrov/taverna/tmp/885/885572.html","SINGLE_RESULT","ac2faab2219d0a6e6e3e4bde8a094f4a","","","","SINGLE_RESULT","Fri Jan 27 21:50:54 CET 2012","","","","SINGLE_RESULT","SINGLE_RESULT","SINGLE_RESULT","The content of element type ""p"" must match ""(a|br|span|bdo|map|object|img|tt|i|b|big|small|em|strong|dfn|code|q|samp|kbd|var|cite|abbr|acronym|sub|sup|input|select|textarea|label|button|ins|del|script)"". Line = 321 Column = 29","","","","","SINGLE_RESULT","1","","","","CONFLICT","Document","SINGLE_RESULT","html","","","","","","","","","","","","","","","","","","","","","","","",""
"295","format","Hypertext Markup Language","/home/petrov/taverna/tmp/866/866279.html","CONFLICT","Hypertext Markup Language","XHTML","","Hypertext Markup Language","Hypertext Markup Language","","","CONFLICT","text/html","text/xml","","text/html","text/html","","","CONFLICT","fmt/96","CONFLICT","","1","","","1","","SINGLE_RESULT","Fri Jan 27 02:51:45 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/866/866279.html","SINGLE_RESULT","/home/petrov/taverna/tmp/866/866279.html","SINGLE_RESULT","3a1c2e13d2e969b32a4695702f35a63f","","","","SINGLE_RESULT","Fri Jan 27 02:51:45 CET 2012","","","","SINGLE_RESULT","SINGLE_RESULT","SINGLE_RESULT","Attribute ""accept-charset"" must be declared for element type ""input"". Line = 41 Column = 116","","","","","SINGLE_RESULT","1","","","","CONFLICT","Document","SINGLE_RESULT","html","","","","","","","","","","","","","","","","","","","","","","","",""
"296","format","Hypertext Markup Language","/home/petrov/taverna/tmp/866/866473.html","CONFLICT","","XHTML","","Hypertext Markup Language","Hypertext Markup Language","","","CONFLICT","","text/xml","","text/html","text/html","","","CONFLICT","fmt/96","CONFLICT","","1","","","1","","","","SINGLE_RESULT","/home/petrov/taverna/tmp/866/866473.html","SINGLE_RESULT","/home/petrov/taverna/tmp/866/866473.html","SINGLE_RESULT","791c42ed7e4ebd0f22838129b01f6bd9","","","","SINGLE_RESULT","Fri Jan 27 02:52:24 CET 2012","","","","SINGLE_RESULT","SINGLE_RESULT","SINGLE_RESULT","The content of element type ""p"" must match ""(a|br|span|bdo|map|object|img|tt|i|b|big|small|em|strong|dfn|code|q|samp|kbd|var|cite|abbr|acronym|sub|sup|input|select|textarea|label|button|ins|del|script)"". Line = 1245 Column = 29","","","","","SINGLE_RESULT","1","","","","CONFLICT","Document","SINGLE_RESULT","html","","","","","","","","","","","","","","","","","","","","","","","",""
"297","format","Hypertext Markup Language","/home/petrov/taverna/tmp/893/893388.html","CONFLICT","Hypertext Markup Language","XHTML","","Hypertext Markup Language","Hypertext Markup Language","","","CONFLICT","text/html","text/xml","","text/html","text/html","","","CONFLICT","fmt/96","CONFLICT","","1","","","1","","SINGLE_RESULT","Sat Jan 28 04:48:35 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/893/893388.html","SINGLE_RESULT","/home/petrov/taverna/tmp/893/893388.html","SINGLE_RESULT","adf3f6c8b88639be53a916f36a6af161","","","","SINGLE_RESULT","Sat Jan 28 04:48:35 CET 2012","","","","SINGLE_RESULT","SINGLE_RESULT","","","","","","","SINGLE_RESULT","1","","","","CONFLICT","Document","SINGLE_RESULT","html","","","","","","","","","","","","","","","","","","","","","","","",""
"298","format","Hypertext Markup Language","/home/petrov/taverna/tmp/890/890220.html","CONFLICT","Hypertext Markup Language","XHTML","","Hypertext Markup Language","Hypertext Markup Language","","","CONFLICT","text/html","text/xml","","text/html","text/html","","","CONFLICT","fmt/96","CONFLICT","","1","","","1","","SINGLE_RESULT","Sat Jan 28 01:37:49 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/890/890220.html","SINGLE_RESULT","/home/petrov/taverna/tmp/890/890220.html","SINGLE_RESULT","c830c9c71ad4c25cfc50db784a582b1a","","","","SINGLE_RESULT","Sat Jan 28 01:37:49 CET 2012","","","","SINGLE_RESULT","SINGLE_RESULT","","","","","","","SINGLE_RESULT","1","","","","CONFLICT","Document","SINGLE_RESULT","html","","","","","","","","","","","","","","","","","","","","","","","",""
"299","format","Hypertext Markup Language","/home/petrov/taverna/tmp/861/861978.html","CONFLICT","","XHTML","","Hypertext Markup Language","Hypertext Markup Language","","","CONFLICT","","text/xml","","text/html","text/html","","","CONFLICT","fmt/96","CONFLICT","","1","","","1","","","","SINGLE_RESULT","/home/petrov/taverna/tmp/861/861978.html","SINGLE_RESULT","/home/petrov/taverna/tmp/861/861978.html","SINGLE_RESULT","0617436b422dc08a98064af37b81254d","","","","SINGLE_RESULT","Thu Jan 26 23:09:55 CET 2012","","","","SINGLE_RESULT","SINGLE_RESULT","","","","","","","SINGLE_RESULT","1","","","","CONFLICT","Document","SINGLE_RESULT","html","","","","","","","","","","","","","","","","","","","","","","","",""
"300","format","Hypertext Markup Language","/home/petrov/taverna/tmp/861/861284.html","CONFLICT","Hypertext Markup Language","XHTML","","Hypertext Markup Language","Hypertext Markup Language","","","CONFLICT","text/html","text/xml","","text/html","text/html","","","CONFLICT","fmt/96","CONFLICT","","1","","","1","","SINGLE_RESULT","Thu Jan 26 23:10:12 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/861/861284.html","SINGLE_RESULT","/home/petrov/taverna/tmp/861/861284.html","SINGLE_RESULT","7feae5627b815ecd37e097dac7280e67","","","","SINGLE_RESULT","Thu Jan 26 23:10:12 CET 2012","","","","SINGLE_RESULT","SINGLE_RESULT","","","","","","","SINGLE_RESULT","1","","","","CONFLICT","Document","SINGLE_RESULT","html","","","","","","","","","","","","","","","","","","","","","","","",""
"301","format","Hypertext Markup Language","/home/petrov/taverna/tmp/873/873536.html","CONFLICT","Hypertext Markup Language","XHTML","","Hypertext Markup Language","Hypertext Markup Language","","","CONFLICT","text/html","text/xml","","text/html","text/html","","","CONFLICT","fmt/96","CONFLICT","","1","","","1","","SINGLE_RESULT","Fri Jan 27 11:27:09 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/873/873536.html","SINGLE_RESULT","/home/petrov/taverna/tmp/873/873536.html","SINGLE_RESULT","524159950a04928c124cc2b9f35b0bee","","","","SINGLE_RESULT","Fri Jan 27 11:27:09 CET 2012","","","","SINGLE_RESULT","SINGLE_RESULT","","","","","","","SINGLE_RESULT","1","","","","CONFLICT","Document","SINGLE_RESULT","html","","","","","","","","","","","","","","","","","","","","","","","",""
"302","format","Microsoft Excel Format","/home/petrov/taverna/tmp/871/871147.xls","CONFLICT","XLS","","","Microsoft Excel 2000-2003 Workbook (xls)","","","","CONFLICT","application/vnd.ms-excel","","","application/vnd.ms-excel","","","","CONFLICT","fmt/62","CONFLICT","","","","8X","","SINGLE_RESULT","SINGLE_RESULT","Fri Jan 27 09:17:44 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/871/871147.xls","SINGLE_RESULT","/home/petrov/taverna/tmp/871/871147.xls","SINGLE_RESULT","b76feb5dedfd3681a17d7959151f97ce","SINGLE_RESULT","Fri Apr 22 17:11:09 CEST 2005","","SINGLE_RESULT","Fri Jan 27 09:17:44 CET 2012","","","","","","","","SINGLE_RESULT","2005","","","","","","","","CONFLICT","Document","SINGLE_RESULT","xls","","","","","","","","","","","","","","","","","","","","","","","",""
"303","format","Microsoft Excel Format","/home/petrov/taverna/tmp/885/885524.xls","CONFLICT","XLS","","","Microsoft Excel 2000-2003 Workbook (xls)","","","","CONFLICT","application/vnd.ms-excel","","","application/vnd.ms-excel","","","","CONFLICT","fmt/62","CONFLICT","","","","8X","","SINGLE_RESULT","SINGLE_RESULT","Fri Jan 27 21:50:48 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/885/885524.xls","SINGLE_RESULT","/home/petrov/taverna/tmp/885/885524.xls","SINGLE_RESULT","f64892ea2871e30e70144dfa8feca77f","SINGLE_RESULT","Fri Feb 02 14:23:25 CET 2001","","SINGLE_RESULT","Fri Jan 27 21:50:48 CET 2012","","","","","","","","SINGLE_RESULT","2001","","","","","","","","CONFLICT","Document","SINGLE_RESULT","xls","","","","","","","","","","","","","","","","","","","","","","","",""
"304","format","Microsoft Excel Format","/home/petrov/taverna/tmp/885/885075.xls","CONFLICT","XLS","","","Microsoft Excel 2000-2003 Workbook (xls)","","","","CONFLICT","application/vnd.ms-excel","","","application/vnd.ms-excel","","","","CONFLICT","fmt/62","CONFLICT","","","","8X","","SINGLE_RESULT","SINGLE_RESULT","Fri Jan 27 21:51:33 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/885/885075.xls","SINGLE_RESULT","/home/petrov/taverna/tmp/885/885075.xls","SINGLE_RESULT","259343adf8138bc978e0557a08434539","SINGLE_RESULT","Wed Mar 23 21:33:17 CET 2005","","SINGLE_RESULT","Fri Jan 27 21:51:33 CET 2012","","","","","","","","SINGLE_RESULT","2005","","","","","","","","CONFLICT","Document","SINGLE_RESULT","xls","","","","","","","","","","","","","","","","","","","","","","","",""
"305","format","Microsoft Excel Format","/home/petrov/taverna/tmp/885/885634.xls","CONFLICT","XLS","","","Microsoft Excel 2000-2003 Workbook (xls)","","","","CONFLICT","application/vnd.ms-excel","","","application/vnd.ms-excel","","","","CONFLICT","fmt/62","CONFLICT","","","","8X","","SINGLE_RESULT","SINGLE_RESULT","Fri Jan 27 21:50:49 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/885/885634.xls","SINGLE_RESULT","/home/petrov/taverna/tmp/885/885634.xls","SINGLE_RESULT","af0a4c4e7e2a73b9d3def2b2fe2615ef","SINGLE_RESULT","Fri Jun 03 16:37:08 CEST 2005","","SINGLE_RESULT","Fri Jan 27 21:50:49 CET 2012","","","","","","","","SINGLE_RESULT","2005","","","","","","","","CONFLICT","Document","SINGLE_RESULT","xls","","","","","","","","","","","","","","","","","","","","","","","",""
"306","format","Microsoft Excel Format","/home/petrov/taverna/tmp/878/878648.xls","CONFLICT","XLS","","","Microsoft Excel 2000-2003 Workbook (xls)","","","","CONFLICT","application/vnd.ms-excel","","","application/vnd.ms-excel","","","","CONFLICT","fmt/62","CONFLICT","","","","8X","","SINGLE_RESULT","SINGLE_RESULT","Fri Jan 27 15:58:47 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/878/878648.xls","SINGLE_RESULT","/home/petrov/taverna/tmp/878/878648.xls","SINGLE_RESULT","49b826d9d8bdd91ac934db91622790d7","SINGLE_RESULT","Thu Dec 11 17:27:02 CET 2003","","SINGLE_RESULT","Fri Jan 27 15:58:47 CET 2012","","","","","","","","SINGLE_RESULT","2003","","","","","","","","CONFLICT","Document","SINGLE_RESULT","xls","","","","","","","","","","","","","","","","","","","","","","","",""
"307","format","Microsoft Excel Format","/home/petrov/taverna/tmp/878/878683.xls","CONFLICT","XLS","","","Microsoft Excel 2000-2003 Workbook (xls)","","","","CONFLICT","application/vnd.ms-excel","","","application/vnd.ms-excel","","","","CONFLICT","fmt/62","CONFLICT","","","","8X","","SINGLE_RESULT","SINGLE_RESULT","Fri Jan 27 15:59:18 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/878/878683.xls","SINGLE_RESULT","/home/petrov/taverna/tmp/878/878683.xls","SINGLE_RESULT","9ce0be008cd63a82ff189430d8e4a845","SINGLE_RESULT","Tue Mar 15 15:49:41 CET 2005","","SINGLE_RESULT","Fri Jan 27 15:59:18 CET 2012","","","","","","","","SINGLE_RESULT","2005","","","","","","","","CONFLICT","Document","SINGLE_RESULT","xls","","","","","","","","","","","","","","","","","","","","","","","",""
"308","format","Microsoft Excel Format","/home/petrov/taverna/tmp/878/878918.xls","CONFLICT","XLS","","","Microsoft Excel 2000-2003 Workbook (xls)","","","","CONFLICT","application/vnd.ms-excel","","","application/vnd.ms-excel","","","","CONFLICT","fmt/62","CONFLICT","","","","8X","","SINGLE_RESULT","SINGLE_RESULT","Fri Jan 27 15:58:50 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/878/878918.xls","SINGLE_RESULT","/home/petrov/taverna/tmp/878/878918.xls","SINGLE_RESULT","472c2fc8bc4ad22d546a84fe82aaca99","SINGLE_RESULT","Thu Mar 24 13:50:30 CET 2005","","SINGLE_RESULT","Fri Jan 27 15:58:50 CET 2012","","","","","","","","SINGLE_RESULT","2005","","","","","","","","CONFLICT","Document","SINGLE_RESULT","xls","","","","","","","","","","","","","","","","","","","","","","","",""
"309","format","Microsoft Excel Format","/home/petrov/taverna/tmp/864/864003.xls","CONFLICT","XLS","","","Microsoft Excel 2000-2003 Workbook (xls)","","","","CONFLICT","application/vnd.ms-excel","","","application/vnd.ms-excel","","","","CONFLICT","fmt/62","CONFLICT","","","","8X","","SINGLE_RESULT","SINGLE_RESULT","Fri Jan 27 01:32:35 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/864/864003.xls","SINGLE_RESULT","/home/petrov/taverna/tmp/864/864003.xls","SINGLE_RESULT","fd2b4d4fadc64b38a2083af4b57de6fc","SINGLE_RESULT","Tue Mar 15 15:49:41 CET 2005","","SINGLE_RESULT","Fri Jan 27 01:32:35 CET 2012","","","","","","","","SINGLE_RESULT","2005","","","","","","","","CONFLICT","Document","SINGLE_RESULT","xls","","","","","","","","","","","","","","","","","","","","","","","",""
"310","format","Microsoft Excel Format","/home/petrov/taverna/tmp/864/864831.xls","CONFLICT","XLS","","","Microsoft Excel 2000-2003 Workbook (xls)","","","","CONFLICT","application/vnd.ms-excel","","","application/vnd.ms-excel","","","","CONFLICT","fmt/62","CONFLICT","","","","8X","","SINGLE_RESULT","SINGLE_RESULT","Fri Jan 27 01:31:54 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/864/864831.xls","SINGLE_RESULT","/home/petrov/taverna/tmp/864/864831.xls","SINGLE_RESULT","c42eb715f8551b4bcf97e2352f5a356f","SINGLE_RESULT","Tue Aug 02 15:21:20 CEST 2005","","SINGLE_RESULT","Fri Jan 27 01:31:54 CET 2012","","","","","","","","SINGLE_RESULT","2005","","","","","","","","CONFLICT","Document","SINGLE_RESULT","xls","","","","","","","","","","","","","","","","","","","","","","","",""
"311","format","Microsoft Excel Format","/home/petrov/taverna/tmp/876/876861.xls","CONFLICT","XLS","","","Microsoft Excel 2000-2003 Workbook (xls)","","","","CONFLICT","application/vnd.ms-excel","","","application/vnd.ms-excel","","","","CONFLICT","fmt/62","CONFLICT","","","","8X","","SINGLE_RESULT","SINGLE_RESULT","Fri Jan 27 14:12:38 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/876/876861.xls","SINGLE_RESULT","/home/petrov/taverna/tmp/876/876861.xls","SINGLE_RESULT","9b499aff7ac2512d0e0a05211b00f0ca","SINGLE_RESULT","Wed Mar 23 15:52:53 CET 2005","","SINGLE_RESULT","Fri Jan 27 14:12:38 CET 2012","","","","","","","","SINGLE_RESULT","2005","","","","","","","","CONFLICT","Document","SINGLE_RESULT","xls","","","","","","","","","","","","","","","","","","","","","","","",""
"312","format","Microsoft Excel Format","/home/petrov/taverna/tmp/891/891310.xls","CONFLICT","XLS","","","Microsoft Excel 2000-2003 Workbook (xls)","","","","CONFLICT","application/vnd.ms-excel","","","application/vnd.ms-excel","","","","CONFLICT","fmt/62","CONFLICT","","","","8X","","SINGLE_RESULT","SINGLE_RESULT","Sat Jan 28 03:12:45 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/891/891310.xls","SINGLE_RESULT","/home/petrov/taverna/tmp/891/891310.xls","SINGLE_RESULT","562505a599344b78f512100b78415792","SINGLE_RESULT","Wed Jul 07 21:41:26 CEST 2004","","SINGLE_RESULT","Sat Jan 28 03:12:45 CET 2012","","","","","","","","SINGLE_RESULT","2004","","","","","","","","CONFLICT","Document","SINGLE_RESULT","xls","","","","","","","","","","","","","","","","","","","","","","","",""
"313","format","Hypertext Markup Language","/home/petrov/taverna/tmp/890/890707.html","CONFLICT","Hypertext Markup Language","HTML Transitional","","Hypertext Markup Language","Hypertext Markup Language","Hypertext Markup Language","","CONFLICT","text/html","text/html","","text/html","text/html","text/html","","CONFLICT","fmt/100","CONFLICT","","HTML 4.01","","4.01","","","SINGLE_RESULT","Sat Jan 28 01:37:56 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/890/890707.html","SINGLE_RESULT","/home/petrov/taverna/tmp/890/890707.html","SINGLE_RESULT","c166ef1f6994ee79aefad896894cc0ed","","","","SINGLE_RESULT","Sat Jan 28 01:37:56 CET 2012","","","","SINGLE_RESULT","SINGLE_RESULT","","","","","SINGLE_RESULT","HTML","SINGLE_RESULT","HTML 4.01","","","","CONFLICT","Document","SINGLE_RESULT","html","SINGLE_RESULT","","iso-8859-1","","","","","","","","","","","","","","","","","","","","",""
"314","format","Hypertext Markup Language","/home/petrov/taverna/tmp/873/873028.html","CONFLICT","Hypertext Markup Language","HTML Transitional","","Hypertext Markup Language","Hypertext Markup Language","Hypertext Markup Language","","CONFLICT","text/html","text/html","","text/html","text/html","text/html","","CONFLICT","fmt/100","CONFLICT","","HTML 4.01","","4.01","","","SINGLE_RESULT","Fri Jan 27 11:27:25 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/873/873028.html","SINGLE_RESULT","/home/petrov/taverna/tmp/873/873028.html","SINGLE_RESULT","7c525a6bea1f430ab44f7cc4b6e5696c","","","","SINGLE_RESULT","Fri Jan 27 11:27:25 CET 2012","","","","SINGLE_RESULT","SINGLE_RESULT","","","","","SINGLE_RESULT","HTML","SINGLE_RESULT","HTML 4.01","","","","CONFLICT","Document","SINGLE_RESULT","html","SINGLE_RESULT","","iso-8859-1","","","","","","","","","","","","","","","","","","","","",""
"315","format","Hypertext Markup Language","/home/petrov/taverna/tmp/877/877243.html","CONFLICT","","HTML Transitional","","Hypertext Markup Language","","Hypertext Markup Language","","CONFLICT","","text/html","","text/html","","text/html","","CONFLICT","fmt/100","CONFLICT","","HTML 4.01","","4.01","","","","","SINGLE_RESULT","/home/petrov/taverna/tmp/877/877243.html","SINGLE_RESULT","/home/petrov/taverna/tmp/877/877243.html","SINGLE_RESULT","c10653c556614dd09b0ff180e1403285","","","","SINGLE_RESULT","Fri Jan 27 14:42:07 CET 2012","","","","SINGLE_RESULT","SINGLE_RESULT","","","","","SINGLE_RESULT","HTML","SINGLE_RESULT","HTML 4.01","","","","CONFLICT","Document","SINGLE_RESULT","html","","","","","","","","","","","","","","","","","","","","","","","",""
"316","format","Hypertext Markup Language","/home/petrov/taverna/tmp/877/877563.html","CONFLICT","","HTML Transitional","","Hypertext Markup Language","","Hypertext Markup Language","","CONFLICT","","text/html","","text/html","","text/html","","CONFLICT","fmt/100","CONFLICT","","HTML 4.01","","4.01","","","","","SINGLE_RESULT","/home/petrov/taverna/tmp/877/877563.html","SINGLE_RESULT","/home/petrov/taverna/tmp/877/877563.html","SINGLE_RESULT","2cddf57e3fcfafd4ce9d317cd3e8a67f","","","","SINGLE_RESULT","Fri Jan 27 14:41:39 CET 2012","","","","SINGLE_RESULT","SINGLE_RESULT","","","","","SINGLE_RESULT","HTML","SINGLE_RESULT","HTML 4.01","","","","CONFLICT","Document","SINGLE_RESULT","html","","","","","","","","","","","","","","","","","","","","","","","",""
"317","format","Hypertext Markup Language","/home/petrov/taverna/tmp/877/877564.html","CONFLICT","","HTML Transitional","","Hypertext Markup Language","","Hypertext Markup Language","","CONFLICT","","text/html","","text/html","","text/html","","CONFLICT","fmt/100","CONFLICT","","HTML 4.01","","4.01","","","","","SINGLE_RESULT","/home/petrov/taverna/tmp/877/877564.html","SINGLE_RESULT","/home/petrov/taverna/tmp/877/877564.html","SINGLE_RESULT","1093e03a249097966e56030f75bc22b6","","","","SINGLE_RESULT","Fri Jan 27 14:42:25 CET 2012","","","","SINGLE_RESULT","SINGLE_RESULT","","","","","SINGLE_RESULT","HTML","SINGLE_RESULT","HTML 4.01","","","","CONFLICT","Document","SINGLE_RESULT","html","","","","","","","","","","","","","","","","","","","","","","","",""
"318","format","Hypertext Markup Language","/home/petrov/taverna/tmp/893/893860.html","CONFLICT","Hypertext Markup Language","HTML Transitional","","Hypertext Markup Language","Hypertext Markup Language","Hypertext Markup Language","","CONFLICT","text/html","text/html","","text/html","text/html","text/html","","CONFLICT","fmt/100","CONFLICT","","HTML 4.01","","4.01","","","SINGLE_RESULT","Sat Jan 28 04:48:34 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/893/893860.html","SINGLE_RESULT","/home/petrov/taverna/tmp/893/893860.html","SINGLE_RESULT","05ca004ed038bce9bd119eda69104c09","","","","SINGLE_RESULT","Sat Jan 28 04:48:34 CET 2012","","","","SINGLE_RESULT","SINGLE_RESULT","SINGLE_RESULT","Close tag without matching open tag Name = p Line = 159 Column = 10","","","SINGLE_RESULT","HTML","SINGLE_RESULT","HTML 4.01","","","","CONFLICT","Document","SINGLE_RESULT","html","SINGLE_RESULT","","iso-8859-1","","","","","","","","","","","","","","","","","","","","",""
"319","format","Hypertext Markup Language","/home/petrov/taverna/tmp/893/893585.html","CONFLICT","Hypertext Markup Language","HTML Transitional","","Hypertext Markup Language","Hypertext Markup Language","Hypertext Markup Language","","CONFLICT","text/html","text/html","","text/html","text/html","text/html","","CONFLICT","fmt/100","CONFLICT","","HTML 4.01","","4.01","","","SINGLE_RESULT","Sat Jan 28 04:48:48 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/893/893585.html","SINGLE_RESULT","/home/petrov/taverna/tmp/893/893585.html","SINGLE_RESULT","72b7ce6011f41b3a2a1ba9fbe6a0acaa","","","","SINGLE_RESULT","Sat Jan 28 04:48:48 CET 2012","","","","SINGLE_RESULT","SINGLE_RESULT","SINGLE_RESULT","Unknown tag Name = embed Line = 67 Column = 8","","","SINGLE_RESULT","HTML","SINGLE_RESULT","HTML 4.01","","","","CONFLICT","Document","SINGLE_RESULT","html","SINGLE_RESULT","","iso-8859-1","","","","","","","","","","","","","","","","","","","","",""
"320","format","Hypertext Markup Language","/home/petrov/taverna/tmp/880/880289.html","CONFLICT","Hypertext Markup Language","HTML Transitional","","Hypertext Markup Language","Hypertext Markup Language","Hypertext Markup Language","","CONFLICT","text/html","text/html","","text/html","text/html","text/html","","CONFLICT","fmt/100","CONFLICT","","HTML 4.01","","4.01","","","SINGLE_RESULT","Fri Jan 27 17:58:53 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/880/880289.html","SINGLE_RESULT","/home/petrov/taverna/tmp/880/880289.html","SINGLE_RESULT","e7479abd691c4db5ec4ebe43929692f4","","","","SINGLE_RESULT","Fri Jan 27 17:58:53 CET 2012","","","","SINGLE_RESULT","SINGLE_RESULT","SINGLE_RESULT","Undefined attribute for element Name = h6 Attribute = align Line = 294 Column = 5","","","SINGLE_RESULT","HTML","SINGLE_RESULT","HTML 4.01","","","","CONFLICT","Document","SINGLE_RESULT","html","SINGLE_RESULT","","windows-1252","","","","","","","","","","","","","","","","","","","","",""
"321","format","Hypertext Markup Language","/home/petrov/taverna/tmp/880/880227.html","CONFLICT","Hypertext Markup Language","HTML Transitional","","Hypertext Markup Language","Hypertext Markup Language","Hypertext Markup Language","","CONFLICT","text/html","text/html","","text/html","text/html","text/html","","CONFLICT","fmt/100","CONFLICT","","HTML 4.01","","4.01","","","SINGLE_RESULT","Fri Jan 27 17:59:04 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/880/880227.html","SINGLE_RESULT","/home/petrov/taverna/tmp/880/880227.html","SINGLE_RESULT","949d9736a61f9e1595a3cbe30e54c918","","","","SINGLE_RESULT","Fri Jan 27 17:59:04 CET 2012","","","","SINGLE_RESULT","SINGLE_RESULT","SINGLE_RESULT","Missing required attribute Tag = img Attribute = alt Line = 228 Column = 26","","","SINGLE_RESULT","HTML","SINGLE_RESULT","HTML 4.01","","","","CONFLICT","Document","SINGLE_RESULT","html","SINGLE_RESULT","","iso-8859-1","","","","","","","","","","","","","","","","","","","","",""
"322","format","Hypertext Markup Language","/home/petrov/taverna/tmp/880/880577.html","CONFLICT","Hypertext Markup Language","HTML Transitional","","Hypertext Markup Language","Hypertext Markup Language","Hypertext Markup Language","","CONFLICT","text/html","text/html","","text/html","text/html","text/html","","CONFLICT","fmt/100","CONFLICT","","HTML 4.01","","4.01","","","SINGLE_RESULT","Fri Jan 27 17:59:03 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/880/880577.html","SINGLE_RESULT","/home/petrov/taverna/tmp/880/880577.html","SINGLE_RESULT","ded29a7a7a98b9acd566cbeca554ff2d","","","","SINGLE_RESULT","Fri Jan 27 17:59:03 CET 2012","","","","SINGLE_RESULT","SINGLE_RESULT","SINGLE_RESULT","Undefined attribute for element Name = td Attribute = background Line = 1 Column = 9023","","","SINGLE_RESULT","HTML","SINGLE_RESULT","HTML 4.01","","","","CONFLICT","Document","SINGLE_RESULT","html","SINGLE_RESULT","","UTF-8","","","","","","","","","","","","","","","","","","","","",""
